,datetime,source,MW
48,2016-10-28 21:45:37,Both,-0.02
49,2016-10-29 00:08:25,Both,-0.18
50,2016-10-29 03:50:03,Both,-0.09
51,2016-10-29 04:20:19,Both,-0.07
52,2016-10-29 05:44:36,Both,0.02
53,2016-10-29 05:59:30,Both,0.04
54,2016-10-29 06:19:51,Both,0.05
55,2016-10-29 08:33:56,Both,0.3
56,2016-10-29 08:34:25,Both,-0.15
57,2016-10-29 09:30:46,Both,0.12
58,2016-10-29 09:45:46,Both,-0.05
59,2016-10-29 10:11:18,Both,0.25
60,2016-10-29 10:25:41,Both,0.0
61,2016-10-29 11:34:16,Both,-0.04
62,2016-10-29 12:44:10,Both,0.08
63,2016-10-29 13:37:22,Both,-0.1
64,2016-10-29 14:11:40,Both,-0.12
65,2016-10-29 15:28:15,Both,-0.03
66,2016-10-29 15:29:18,Both,0.08
67,2016-10-29 16:38:48,Both,-0.05
68,2016-10-29 17:02:02,Both,0.23
69,2016-10-29 17:21:12,Both,-0.26
70,2016-10-29 18:17:17,Both,0.01
71,2016-10-29 18:51:27,Both,-0.16
72,2016-10-29 19:41:42,Both,0.1
73,2016-10-29 20:08:14,Both,0.07
74,2016-10-29 20:43:18,Both,-0.09
75,2016-10-29 21:04:40,Both,-0.18
76,2016-10-29 21:48:34,Both,0.03
77,2016-10-29 22:06:11,Both,-0.3
78,2016-10-29 22:49:44,Both,0.04
79,2016-10-29 23:29:04,Both,0.26
80,2016-10-30 03:07:40,Both,0.13
81,2016-10-30 03:45:40,Both,-0.13
82,2016-10-30 04:08:04,Both,-0.15
83,2016-10-30 05:06:50,Both,0.06
84,2016-10-30 07:03:29,Both,-0.2
85,2016-10-30 07:12:07,Both,-0.15
86,2016-10-30 07:59:26,Both,-0.18
87,2016-10-30 08:40:32,Both,0.0
88,2016-10-30 09:40:51,Both,0.06
89,2016-10-30 11:25:47,Both,0.09
90,2016-10-30 13:20:52,Both,0.16
91,2016-10-30 14:48:43,Both,-0.11
92,2016-10-30 14:49:55,Both,0.06
93,2016-10-30 14:56:38,Both,-0.08
94,2016-10-30 15:23:53,Both,-0.25
95,2016-10-30 16:19:45,Both,-0.16
96,2016-10-30 16:21:46,Both,-0.4
97,2016-10-30 17:14:47,Both,-0.14
98,2016-10-30 18:36:18,Both,-0.14
99,2016-10-30 18:36:40,Both,-0.16
100,2016-10-30 20:10:01,Both,-0.14
101,2016-10-30 21:05:52,Both,-0.19
102,2016-10-30 21:06:01,Both,-0.17
103,2016-10-30 21:06:08,Both,-0.2
104,2016-10-30 22:19:01,Both,0.17
105,2016-10-31 01:27:36,Both,-0.16
106,2016-10-31 02:00:44,Both,-0.2
107,2016-10-31 02:29:30,Both,-0.06
108,2016-10-31 02:37:58,Both,-0.23
109,2016-10-31 02:54:34,Both,-0.15
110,2016-10-31 02:55:12,Both,-0.27
111,2016-10-31 03:29:39,Both,-0.13
112,2016-10-31 08:44:07,Both,-0.1
113,2016-10-31 16:24:14,Both,-0.16
114,2016-10-31 19:07:53,Both,-0.14
115,2016-10-31 19:31:39,Both,-0.14
116,2016-10-31 19:32:34,Both,0.22
117,2016-10-31 23:32:30,Both,0.17
118,2016-11-01 07:44:31,Both,-0.18
119,2016-11-01 09:05:25,Both,0.02
120,2016-11-01 09:15:25,Both,0.12
121,2016-11-01 09:24:29,Both,0.11
122,2016-11-01 09:36:44,Both,0.1
123,2016-11-01 09:42:45,Both,0.06
124,2016-11-01 09:43:25,Both,0.04
125,2016-11-01 09:45:23,Both,0.26
126,2016-11-01 10:01:28,Both,0.08
127,2016-11-01 10:07:14,Both,-0.04
128,2016-11-01 10:09:30,Both,0.02
129,2016-11-01 10:22:03,Both,0.1
130,2016-11-01 10:28:32,Both,0.23
131,2016-11-01 10:37:53,Both,-0.05
132,2016-11-01 10:48:04,Both,0.32
133,2016-11-01 10:57:17,Both,-0.02
134,2016-11-01 11:03:54,Both,0.23
135,2016-11-01 11:07:32,Both,0.14
136,2016-11-01 11:14:08,Both,0.07
137,2016-11-01 11:29:11,Both,0.03
138,2016-11-01 11:44:56,Both,0.31
139,2016-11-01 11:59:17,Both,0.06
140,2016-11-01 12:12:04,Both,-0.13
141,2016-11-01 12:14:51,Both,0.27
142,2016-11-01 12:16:38,Both,-0.01
143,2016-11-01 12:20:00,Both,-0.11
144,2016-11-01 12:24:32,Both,-0.09
145,2016-11-01 12:26:24,Both,-0.08
146,2016-11-01 12:30:53,Both,0.16
147,2016-11-01 12:32:16,Both,-0.01
148,2016-11-01 12:35:44,Both,-0.03
149,2016-11-01 12:36:25,Both,-0.17
150,2016-11-01 12:40:39,Both,-0.2
151,2016-11-01 12:48:01,Both,-0.05
152,2016-11-01 13:30:18,Both,-0.02
153,2016-11-01 13:31:19,Both,-0.04
154,2016-11-01 13:36:03,Both,0.06
155,2016-11-01 13:53:24,Both,-0.04
156,2016-11-01 13:56:06,Both,-0.04
157,2016-11-01 13:57:31,Both,0.02
158,2016-11-01 13:57:39,Both,-0.02
159,2016-11-01 13:58:13,Both,-0.14
160,2016-11-01 14:04:25,Both,0.39
161,2016-11-01 14:15:54,Both,0.05
162,2016-11-01 14:29:59,Both,0.06
163,2016-11-01 14:37:14,Both,0.31
164,2016-11-01 14:41:10,Both,0.12
165,2016-11-01 14:42:16,Both,0.19
166,2016-11-01 14:51:50,Both,0.0
167,2016-11-01 14:54:14,Both,0.33
168,2016-11-01 15:01:30,Both,0.23
169,2016-11-01 15:02:36,Both,-0.02
170,2016-11-01 15:08:15,Both,0.41
171,2016-11-01 15:15:53,Both,0.15
172,2016-11-01 15:18:06,Both,-0.24
173,2016-11-01 15:22:23,Both,0.19
174,2016-11-01 15:27:13,Both,0.37
175,2016-11-01 15:31:55,Both,-0.01
176,2016-11-01 15:33:00,Both,-0.02
177,2016-11-01 15:42:39,Both,0.33
178,2016-11-01 15:44:01,Both,-0.08
179,2016-11-01 15:45:15,Both,0.33
180,2016-11-01 15:52:47,Both,0.38
181,2016-11-01 16:32:40,Both,0.54
182,2016-11-01 17:10:04,Both,0.55
183,2016-11-01 17:31:32,Both,0.3
184,2016-11-01 17:33:12,Both,-0.23
185,2016-11-01 18:05:17,Both,0.6
186,2016-11-01 18:30:17,Both,0.48
187,2016-11-01 19:02:56,Both,0.28
188,2016-11-01 19:31:53,Both,0.44
189,2016-11-01 19:51:05,Both,-0.26
190,2016-11-01 20:42:54,Both,0.25
191,2016-11-01 20:52:20,Both,0.28
192,2016-11-01 22:20:36,Both,-0.24
193,2016-11-01 22:26:06,Both,-0.08
194,2016-11-01 22:29:28,Both,0.18
195,2016-11-01 22:29:38,Both,-0.22
196,2016-11-01 22:45:24,Both,-0.21
197,2016-11-01 23:32:35,Both,0.44
198,2016-11-02 00:13:06,Both,-0.01
199,2016-11-02 00:14:53,Both,-0.11
200,2016-11-02 00:31:27,Both,-0.34
201,2016-11-02 00:31:38,Both,-0.14
202,2016-11-02 00:46:31,Both,-0.06
203,2016-11-02 01:08:01,Both,-0.09
204,2016-11-02 01:18:42,Both,0.01
205,2016-11-02 01:29:05,Both,-0.2
206,2016-11-02 01:35:45,Both,-0.29
207,2016-11-02 01:36:26,Both,-0.23
208,2016-11-02 01:42:49,Both,-0.15
209,2016-11-02 02:09:18,Both,-0.16
210,2016-11-02 02:50:10,Both,-0.08
211,2016-11-02 03:36:49,Both,0.04
212,2016-11-02 03:41:36,Both,-0.18
213,2016-11-02 03:42:22,Both,-0.09
214,2016-11-02 04:07:01,Both,-0.22
215,2016-11-02 04:07:41,Both,-0.17
216,2016-11-02 05:02:06,Both,-0.16
217,2016-11-02 07:14:56,Both,-0.02
218,2016-11-02 07:48:04,Both,-0.05
219,2016-11-02 08:21:26,Both,-0.11
220,2016-11-02 08:46:28,Both,0.07
221,2016-11-02 09:31:57,Both,0.1
222,2016-11-02 10:10:29,Both,-0.02
223,2016-11-02 10:15:19,Both,-0.08
224,2016-11-02 10:37:55,Both,0.02
225,2016-11-02 10:49:53,Both,-0.09
226,2016-11-02 11:14:26,Both,-0.1
227,2016-11-02 12:06:00,Both,0.07
228,2016-11-02 12:20:09,Both,-0.29
229,2016-11-02 12:22:41,Both,-0.06
230,2016-11-02 12:40:46,Both,0.09
231,2016-11-02 12:41:28,Both,-0.12
232,2016-11-02 14:21:15,Both,-0.33
233,2016-11-02 14:21:47,Both,-0.16
234,2016-11-02 14:22:04,Both,-0.06
235,2016-11-02 14:22:40,Both,-0.2
236,2016-11-02 14:24:55,Both,-0.15
237,2016-11-02 14:28:05,Both,-0.07
238,2016-11-02 15:42:10,Both,-0.15
239,2016-11-02 16:18:36,Both,0.01
240,2016-11-02 16:25:12,Both,-0.15
241,2016-11-02 16:25:31,Both,0.05
242,2016-11-02 16:44:45,Both,-0.17
243,2016-11-02 16:49:08,Both,-0.11
244,2016-11-02 17:46:07,Both,0.02
245,2016-11-02 17:46:53,Both,0.0
246,2016-11-02 18:57:59,Both,0.0
247,2016-11-02 19:18:35,Both,-0.15
248,2016-11-02 19:51:07,Both,0.07
249,2016-11-02 19:55:57,Both,-0.17
250,2016-11-02 21:51:42,Both,-0.15
251,2016-11-02 22:01:15,Both,0.02
252,2016-11-02 22:01:43,Both,0.06
253,2016-11-02 22:07:24,Both,-0.04
254,2016-11-02 22:08:08,Both,-0.23
255,2016-11-02 22:30:47,Both,-0.27
256,2016-11-02 22:48:17,Both,0.11
257,2016-11-02 22:53:56,Both,0.08
258,2016-11-03 00:25:49,Both,-0.03
259,2016-11-03 00:48:56,Both,-0.05
260,2016-11-03 00:50:26,Both,0.07
261,2016-11-03 00:51:28,Both,-0.25
262,2016-11-03 00:53:04,Both,-0.1
263,2016-11-03 00:54:09,Both,0.02
264,2016-11-03 00:55:46,Both,-0.01
265,2016-11-03 00:59:36,Both,-0.11
266,2016-11-03 01:08:29,Both,0.01
267,2016-11-03 01:10:44,Both,-0.14
268,2016-11-03 01:14:19,Both,-0.07
269,2016-11-03 01:18:19,Both,-0.28
270,2016-11-03 01:19:31,Both,-0.16
271,2016-11-03 01:24:29,Both,-0.14
272,2016-11-03 01:26:57,Both,-0.25
273,2016-11-03 01:29:20,Both,-0.3
274,2016-11-03 01:29:30,Both,-0.22
275,2016-11-03 01:31:17,Both,-0.24
276,2016-11-03 01:32:54,Both,-0.23
277,2016-11-03 01:33:12,Both,-0.07
278,2016-11-03 01:33:52,Both,-0.07
279,2016-11-03 01:38:21,Both,-0.28
280,2016-11-03 01:38:28,Both,-0.1
281,2016-11-03 01:39:13,Both,-0.15
282,2016-11-03 01:40:37,Both,-0.07
283,2016-11-03 01:41:44,Both,-0.29
284,2016-11-03 01:42:04,Both,-0.12
285,2016-11-03 01:42:49,Both,-0.29
286,2016-11-03 01:43:54,Both,-0.16
287,2016-11-03 01:46:19,Both,0.04
288,2016-11-03 01:46:54,Both,-0.23
289,2016-11-03 01:46:59,Both,-0.25
290,2016-11-03 01:47:47,Both,-0.15
291,2016-11-03 01:48:09,Both,-0.24
292,2016-11-03 01:48:40,Both,-0.23
293,2016-11-03 01:53:15,Both,-0.05
294,2016-11-03 01:53:32,Both,-0.18
295,2016-11-03 01:54:12,Both,-0.21
296,2016-11-03 01:56:36,Both,-0.28
297,2016-11-03 01:57:28,Both,-0.37
298,2016-11-03 01:59:08,Both,-0.35
299,2016-11-03 02:01:47,Both,0.25
300,2016-11-03 02:17:48,Both,0.38
301,2016-11-03 02:20:36,Both,0.06
302,2016-11-03 02:29:49,Both,0.09
303,2016-11-03 02:33:20,Both,-0.01
304,2016-11-03 02:40:30,Both,0.19
305,2016-11-03 02:44:57,Both,0.22
306,2016-11-03 02:57:44,Both,0.09
307,2016-11-03 03:08:04,Both,0.14
308,2016-11-03 03:13:34,Both,0.05
309,2016-11-03 03:14:26,Both,0.26
310,2016-11-03 03:29:37,Both,0.23
311,2016-11-03 03:52:09,Both,-0.1
312,2016-11-03 03:55:45,Both,0.49
313,2016-11-03 04:05:26,Both,0.22
314,2016-11-03 04:08:42,Both,0.04
315,2016-11-03 04:15:35,Both,0.01
316,2016-11-03 04:18:10,Both,0.08
317,2016-11-03 04:19:15,Both,0.07
318,2016-11-03 04:24:57,Both,-0.1
319,2016-11-03 04:27:32,Both,0.03
320,2016-11-03 04:28:18,Both,0.3
321,2016-11-03 04:31:12,Both,0.09
322,2016-11-03 04:37:56,Both,0.13
323,2016-11-03 04:41:34,Both,0.18
324,2016-11-03 04:48:47,Both,-0.05
325,2016-11-03 04:50:30,Both,0.15
326,2016-11-03 04:58:12,Both,-0.1
327,2016-11-03 04:59:48,Both,0.11
328,2016-11-03 05:02:11,Both,0.15
329,2016-11-03 05:11:39,Both,0.26
330,2016-11-03 05:16:00,Both,0.46
331,2016-11-03 05:31:02,Both,0.29
