,datetime,source,Easting (m),Northing (m),TVD (m),MW,double_flag
258,2016-10-31 10:49:31.100,es,,,,,False
259,2016-10-31 13:29:08.358,es,,,,,False
260,2016-10-31 13:34:23.050,es,,,,,False
261,2016-10-31 13:43:47.950,es,,,,,False
262,2016-10-31 13:44:45.002,es,,,,,False
263,2016-10-31 15:28:06.150,es,,,,,False
264,2016-10-31 16:23:59.434,es,,,,,False
265,2016-10-31 19:32:38.000,srl,3300.0,5100.0,3819.0,-0.12,False
266,2016-10-31 20:24:34.000,srl,3300.0,5050.0,3704.0,0.22,False
267,2016-10-31 22:07:08.088,es,,,,,False
268,2016-10-31 22:19:42.710,es,,,,,False
269,2016-10-31 22:39:33.342,es,,,,,False
270,2016-10-31 22:41:32.672,es,,,,,False
271,2016-10-31 22:48:34.486,es,,,,,False
272,2016-10-31 23:01:35.594,es,,,,,False
273,2016-10-31 23:17:08.012,es,,,,,False
274,2016-10-31 23:29:32.996,es,,,,,False
275,2016-10-31 23:32:36.324,es,,,,,False
276,2016-10-31 23:33:23.202,es,,,,,False
277,2016-10-31 23:34:21.386,es,,,,,False
278,2016-10-31 23:34:28.030,es,,,,,False
279,2016-10-31 23:34:32.752,es,,,,,False
280,2016-10-31 23:43:04.296,es,,,,,False
281,2016-10-31 23:43:50.538,es,,,,,False
282,2016-10-31 23:44:44.578,es,,,,,False
283,2016-10-31 23:47:21.952,es,,,,,False
284,2016-10-31 23:47:54.336,es,,,,,False
285,2016-10-31 23:50:05.048,es,,,,,False
286,2016-10-31 23:52:26.752,es,,,,,False
287,2016-11-01 00:00:24.706,es,,,,,False
288,2016-11-01 00:07:40.056,es,,,,,False
289,2016-11-01 00:13:01.356,es,,,,,False
290,2016-11-01 00:15:10.006,es,,,,,False
291,2016-11-01 00:21:51.990,es,,,,,False
292,2016-11-01 00:28:23.816,es,,,,,False
293,2016-11-01 00:31:33.930,es,,,,,False
294,2016-11-01 00:36:22.782,es,,,,,False
295,2016-11-01 00:40:29.612,es,,,,,False
296,2016-11-01 00:47:41.832,es,,,,,False
297,2016-11-01 00:55:31.150,es,,,,,False
298,2016-11-01 01:03:51.690,es,,,,,False
299,2016-11-01 01:13:07.142,es,,,,,False
300,2016-11-01 01:14:06.000,srl,3150.0,4400.0,3540.0,0.35,False
301,2016-11-01 01:21:41.232,es,,,,,False
302,2016-11-01 01:22:57.304,es,,,,,False
303,2016-11-01 01:32:12.482,es,,,,,False
304,2016-11-01 01:44:10.000,srl,2900.0,4300.0,3424.0,-0.21,False
305,2016-11-01 01:48:56.356,es,,,,,False
306,2016-11-01 01:58:14.500,es,,,,,False
307,2016-11-01 02:04:46.176,es,,,,,False
308,2016-11-01 02:12:08.478,es,,,,,False
309,2016-11-01 02:21:08.000,srl,2900.0,4300.0,3883.0,0.52,False
310,2016-11-01 02:21:33.920,es,,,,,False
311,2016-11-01 02:30:00.488,es,,,,,False
312,2016-11-01 02:40:15.138,es,,,,,False
313,2016-11-01 02:49:31.854,es,,,,,False
314,2016-11-01 03:01:16.880,es,,,,,False
315,2016-11-01 03:12:13.128,es,,,,,False
316,2016-11-01 03:20:35.034,es,,,,,False
317,2016-11-01 03:32:27.282,es,,,,,False
318,2016-11-01 03:37:52.998,es,,,,,False
319,2016-11-01 03:51:03.834,es,,,,,False
320,2016-11-01 04:05:10.272,es,,,,,False
321,2016-11-01 04:17:33.472,es,,,,,False
322,2016-11-01 04:28:50.086,es,,,,,False
323,2016-11-01 04:30:48.796,es,,,,,False
324,2016-11-01 04:42:48.000,srl,2900.0,4300.0,3889.0,0.22,False
325,2016-11-01 04:45:06.254,es,,,,,False
326,2016-11-01 04:54:30.952,es,,,,,False
327,2016-11-01 05:05:14.866,es,,,,,False
328,2016-11-01 05:12:41.426,es,,,,,False
329,2016-11-01 05:27:33.294,es,,,,,False
330,2016-11-01 05:34:07.844,es,,,,,False
331,2016-11-01 05:56:48.856,es,,,,,False
332,2016-11-01 05:59:09.076,es,,,,,False
333,2016-11-01 06:19:05.898,es,,,,,False
334,2016-11-01 06:25:03.192,es,,,,,False
335,2016-11-01 06:45:37.242,es,,,,,False
336,2016-11-01 06:51:44.264,es,,,,,False
337,2016-11-01 07:08:32.704,es,,,,,False
338,2016-11-01 07:08:55.514,es,,,,,False
339,2016-11-01 07:11:11.102,es,,,,,False
340,2016-11-01 07:16:34.032,es,,,,,False
341,2016-11-01 07:18:46.286,es,,,,,False
342,2016-11-01 07:21:43.162,es,,,,,False
343,2016-11-01 07:23:56.406,es,,,,,False
344,2016-11-01 07:52:03.996,es,,,,,False
345,2016-11-01 07:52:30.000,srl,2850.0,4150.0,3917.0,-0.05,False
346,2016-11-01 07:57:54.360,es,,,,,False
347,2016-11-01 08:05:58.164,es,,,,,False
348,2016-11-01 08:09:48.526,es,,,,,False
349,2016-11-01 08:14:46.618,es,,,,,False
350,2016-11-01 08:17:00.872,es,,,,,False
351,2016-11-01 08:21:32.844,es,,,,,False
352,2016-11-01 08:25:31.658,es,,,,,False
353,2016-11-01 08:25:34.926,es,,,,,False
354,2016-11-01 08:28:29.878,es,,,,,False
355,2016-11-01 08:34:36.840,es,,,,,False
356,2016-11-01 08:44:24.562,es,,,,,False
357,2016-11-01 08:49:14.742,es,,,,,False
358,2016-11-01 08:50:41.294,es,,,,,False
359,2016-11-01 08:55:53.840,es,,,,,False
360,2016-11-01 08:57:20.394,es,,,,,False
361,2016-11-01 09:12:24.000,srl,2900.0,4200.0,3499.0,-0.03,False
362,2016-11-01 09:28:29.000,srl,2800.0,4150.0,3743.0,0.13,False
363,2016-11-01 09:50:23.000,srl,2800.0,4200.0,3546.0,0.17,False
364,2016-11-01 09:50:44.050,es,,,,,False
365,2016-11-01 10:14:34.020,es,,,,,False
366,2016-11-01 10:28:03.000,srl,2850.0,4150.0,3529.0,0.03,False
367,2016-11-01 10:41:35.000,srl,2793.0,4152.0,3536.0,-0.01,False
368,2016-11-01 10:49:03.000,srl,2850.0,4150.0,3527.0,0.32,False
369,2016-11-01 11:03:48.502,es,,,,,False
370,2016-11-01 11:07:54.000,srl,2900.0,4150.0,3653.0,0.16,False
371,2016-11-01 11:17:08.000,srl,2850.0,4150.0,3488.0,0.08,False
372,2016-11-01 11:54:52.000,srl,2803.0,4192.0,3150.0,-0.15,False
373,2016-11-01 11:54:56.000,srl,2850.0,4150.0,3561.0,0.32,False
374,2016-11-01 12:03:16.000,srl,2815.0,4147.0,3683.0,0.07,False
375,2016-11-01 12:05:51.322,es,,,,,False
376,2016-11-01 12:06:21.916,es,,,,,False
377,2016-11-01 12:09:34.218,es,,,,,False
378,2016-11-01 12:16:51.000,srl,2850.0,4200.0,3518.0,0.14,False
379,2016-11-01 12:20:38.000,srl,2800.0,4100.0,3504.0,-0.01,False
380,2016-11-01 12:26:32.000,srl,2750.0,4050.0,3912.0,-0.07,False
381,2016-11-01 12:30:48.000,srl,2750.0,4050.0,3780.0,0.02,False
382,2016-11-01 12:31:44.000,srl,2748.0,4152.0,4277.0,-0.2,False
383,2016-11-01 12:32:53.000,srl,2850.0,4150.0,3662.0,0.17,False
384,2016-11-01 12:36:44.000,srl,2850.0,4100.0,3492.0,-0.02,False
385,2016-11-01 12:37:40.000,srl,2818.0,4287.0,3757.0,-0.21,False
386,2016-11-01 12:40:28.000,srl,2872.0,4171.0,3328.0,-0.27,False
387,2016-11-01 12:42:40.688,es,,,,,False
388,2016-11-01 12:43:35.596,es,,,,,False
389,2016-11-01 12:44:24.000,srl,2770.0,4097.0,3504.0,-0.27,False
390,2016-11-01 12:53:16.782,es,,,,,False
391,2016-11-01 12:55:21.706,es,,,,,False
