,datetime,source,Easting (m),Northing (m),TVD (m),MW,double_flag
415,2016-11-02 01:29:05.398,es,,,,,True
416,2016-11-02 01:35:45.000,srl,2863.0,4132.0,3343.0,-0.29,True
417,2016-11-02 01:35:45.512,es,,,,,True
418,2016-11-02 01:36:26.000,srl,2758.0,4172.0,3504.0,-0.23,True
419,2016-11-02 01:36:26.332,es,,,,,True
420,2016-11-02 01:42:49.000,srl,2843.0,4132.0,3410.0,-0.15,True
421,2016-11-02 01:42:49.866,es,,,,,True
422,2016-11-02 02:09:18.000,srl,2888.0,4162.0,3424.0,-0.16,True
423,2016-11-02 02:09:19.152,es,,,,,True
424,2016-11-02 02:50:10.000,srl,2828.0,4117.0,3423.0,-0.08,True
425,2016-11-02 02:50:10.912,es,,,,,True
426,2016-11-02 03:36:49.000,srl,2793.0,4157.0,3500.0,0.04,True
427,2016-11-02 03:36:49.320,es,,,,,True
428,2016-11-02 03:41:36.000,srl,2863.0,4152.0,3303.0,-0.18,True
429,2016-11-02 03:41:36.624,es,,,,,True
430,2016-11-02 03:42:22.000,srl,2793.0,4167.0,3502.0,-0.09,True
431,2016-11-02 03:42:22.312,es,,,,,True
432,2016-11-02 04:07:01.000,srl,2843.0,4232.0,3543.0,-0.22,True
433,2016-11-02 04:07:01.506,es,,,,,True
434,2016-11-02 04:07:41.000,srl,2843.0,4142.0,3350.0,-0.17,True
435,2016-11-02 04:07:41.790,es,,,,,True
436,2016-11-02 05:02:06.000,srl,2793.0,4202.0,3497.0,-0.16,True
437,2016-11-02 05:02:06.048,es,,,,,True
438,2016-11-02 07:14:56.000,srl,2843.0,4028.0,3418.0,-0.02,True
439,2016-11-02 07:14:56.674,es,,,,,True
440,2016-11-02 07:48:04.000,srl,2818.0,4192.0,3619.0,-0.05,True
441,2016-11-02 07:48:05.028,es,,,,,True
442,2016-11-02 08:21:26.000,srl,2803.0,4177.0,3498.0,-0.11,True
443,2016-11-02 08:21:27.032,es,,,,,True
444,2016-11-02 08:46:28.000,srl,2843.0,4107.0,3378.0,0.07,True
445,2016-11-02 08:46:28.638,es,,,,,True
446,2016-11-02 09:31:57.000,srl,2768.0,4178.0,3263.0,0.1,True
447,2016-11-02 09:31:57.736,es,,,,,True
448,2016-11-02 10:10:29.000,srl,2778.0,4152.0,3530.0,-0.02,True
449,2016-11-02 10:10:29.630,es,,,,,True
450,2016-11-02 10:15:19.000,srl,2828.0,4117.0,3373.0,-0.08,True
451,2016-11-02 10:15:19.566,es,,,,,True
452,2016-11-02 10:37:55.000,srl,2838.0,4117.0,3418.0,0.02,True
453,2016-11-02 10:37:56.098,es,,,,,True
454,2016-11-02 10:49:53.000,srl,2793.0,4182.0,3503.0,-0.09,True
455,2016-11-02 10:49:53.296,es,,,,,True
456,2016-11-02 11:14:26.000,srl,2863.0,4033.0,1938.0,-0.1,True
457,2016-11-02 11:14:27.018,es,,,,,True
458,2016-11-02 12:06:00.000,srl,2778.0,4118.0,3508.0,0.07,True
459,2016-11-02 12:06:00.412,es,,,,,True
460,2016-11-02 12:20:09.000,srl,2800.0,4100.0,2062.0,-0.29,True
461,2016-11-02 12:20:09.306,es,,,,,True
462,2016-11-02 12:22:41.000,srl,2793.0,4167.0,3391.0,-0.06,True
463,2016-11-02 12:22:41.306,es,,,,,True
464,2016-11-02 12:40:46.000,srl,2803.0,4157.0,3498.0,0.09,True
465,2016-11-02 12:40:46.512,es,,,,,True
466,2016-11-02 12:41:28.000,srl,2793.0,4167.0,3512.0,-0.12,True
467,2016-11-02 12:41:28.546,es,,,,,True
468,2016-11-02 14:21:15.000,srl,2778.0,4128.0,3407.0,-0.33,True
469,2016-11-02 14:21:15.226,es,,,,,True
470,2016-11-02 14:21:47.000,srl,2835.0,4144.0,3198.0,-0.16,True
471,2016-11-02 14:21:48.092,es,,,,,True
472,2016-11-02 14:22:04.000,srl,2793.0,4152.0,3504.0,-0.06,True
473,2016-11-02 14:22:04.676,es,,,,,True
474,2016-11-02 14:22:40.000,srl,2773.0,4122.0,3563.0,-0.2,True
475,2016-11-02 14:22:40.580,es,,,,,True
476,2016-11-02 14:24:55.000,srl,2773.0,4123.0,3328.0,-0.15,True
477,2016-11-02 14:24:55.500,es,,,,,True
478,2016-11-02 14:28:05.000,srl,2818.0,4078.0,3395.0,-0.07,True
479,2016-11-02 14:28:06.004,es,,,,,True
480,2016-11-02 15:42:10.000,srl,2868.0,4167.0,3339.0,-0.15,True
481,2016-11-02 15:42:10.434,es,,,,,True
482,2016-11-02 16:18:36.000,srl,2773.0,4123.0,3506.0,0.01,True
483,2016-11-02 16:18:36.404,es,,,,,True
484,2016-11-02 16:25:12.000,srl,2783.0,4177.0,3478.0,-0.15,True
485,2016-11-02 16:25:12.956,es,,,,,True
486,2016-11-02 16:25:31.000,srl,2798.0,4197.0,3495.0,0.05,True
487,2016-11-02 16:25:31.262,es,,,,,True
488,2016-11-02 16:44:45.000,srl,2768.0,4162.0,3409.0,-0.17,True
489,2016-11-02 16:44:45.204,es,,,,,True
490,2016-11-02 16:49:08.000,srl,2773.0,4147.0,3507.0,-0.11,True
491,2016-11-02 16:49:08.596,es,,,,,True
492,2016-11-02 17:46:07.000,srl,2768.0,4118.0,3517.0,0.02,True
493,2016-11-02 17:46:07.708,es,,,,,True
494,2016-11-02 17:46:52.974,es,,,,,True
495,2016-11-02 17:46:53.000,srl,2768.0,4103.0,3454.0,0.0,True
496,2016-11-02 18:57:59.000,srl,2902.0,4193.0,4295.0,0.0,True
497,2016-11-02 18:57:59.808,es,,,,,True
498,2016-11-02 19:18:35.000,srl,2793.0,4162.0,3488.0,-0.15,True
499,2016-11-02 19:18:35.184,es,,,,,True
500,2016-11-02 19:51:07.000,srl,2756.0,4105.0,3528.0,0.07,True
501,2016-11-02 19:51:07.550,es,,,,,True
502,2016-11-02 19:55:57.000,srl,2828.0,4067.0,3335.0,-0.17,True
503,2016-11-02 19:55:58.166,es,,,,,True
504,2016-11-02 21:51:42.000,srl,2750.0,4100.0,3130.0,-0.15,True
505,2016-11-02 21:51:42.526,es,,,,,True
506,2016-11-02 22:01:15.000,srl,2778.0,4153.0,3489.0,0.02,True
507,2016-11-02 22:01:15.952,es,,,,,True
508,2016-11-02 22:01:43.000,srl,2759.0,4105.0,3439.0,0.06,True
509,2016-11-02 22:01:43.938,es,,,,,True
510,2016-11-02 22:07:24.000,srl,2818.0,4088.0,3429.0,-0.04,True
511,2016-11-02 22:07:24.450,es,,,,,True
512,2016-11-02 22:08:08.000,srl,2828.0,4112.0,3425.0,-0.23,True
513,2016-11-02 22:08:09.046,es,,,,,True
514,2016-11-02 22:30:47.000,srl,2808.0,4152.0,3400.0,-0.27,True
515,2016-11-02 22:30:47.442,es,,,,,True
516,2016-11-02 22:48:17.000,srl,2778.0,4142.0,3482.0,0.11,True
517,2016-11-02 22:48:17.592,es,,,,,True
518,2016-11-02 22:53:55.960,es,,,,,True
519,2016-11-02 22:53:56.000,srl,2813.0,4202.0,3521.0,0.08,True
520,2016-11-03 00:25:49.000,srl,2823.0,4098.0,3338.0,-0.03,True
521,2016-11-03 00:25:50.328,es,,,,,True
522,2016-11-03 00:48:56.000,srl,3142.0,4342.0,3618.0,-0.05,True
523,2016-11-03 00:48:57.140,es,,,,,True
524,2016-11-03 00:50:26.000,srl,3152.0,4342.0,3502.0,0.07,True
525,2016-11-03 00:50:26.378,es,,,,,True
526,2016-11-03 00:51:28.000,srl,3192.0,4296.0,2838.0,-0.25,True
527,2016-11-03 00:51:28.810,es,,,,,True
528,2016-11-03 00:53:04.000,srl,3132.0,4352.0,3552.0,-0.1,True
529,2016-11-03 00:53:04.808,es,,,,,True
530,2016-11-03 00:54:09.000,srl,3147.0,4347.0,3535.0,0.02,True
531,2016-11-03 00:54:09.418,es,,,,,True
532,2016-11-03 00:55:46.000,srl,3200.0,4300.0,3379.0,-0.01,True
533,2016-11-03 00:55:46.942,es,,,,,True
534,2016-11-03 00:59:36.000,srl,3147.0,4347.0,3567.0,-0.11,True
535,2016-11-03 00:59:36.182,es,,,,,True
536,2016-11-03 01:08:29.000,srl,3137.0,4352.0,3318.0,0.01,True
537,2016-11-03 01:08:29.346,es,,,,,True
538,2016-11-03 01:10:44.000,srl,3091.0,4266.0,3553.0,-0.14,True
539,2016-11-03 01:10:44.622,es,,,,,True
540,2016-11-03 01:14:19.000,srl,3162.0,4352.0,3536.0,-0.07,True
541,2016-11-03 01:14:19.150,es,,,,,True
542,2016-11-03 01:18:19.000,srl,3117.0,4287.0,3439.0,-0.28,True
543,2016-11-03 01:18:19.644,es,,,,,True
544,2016-11-03 01:19:31.000,srl,3142.0,4352.0,3535.0,-0.16,True
545,2016-11-03 01:19:32.000,es,,,,,True
546,2016-11-03 01:24:29.000,srl,3137.0,4366.0,3533.0,-0.14,True
547,2016-11-03 01:24:29.414,es,,,,,True
548,2016-11-03 01:26:57.000,srl,3122.0,4337.0,3523.0,-0.25,True
549,2016-11-03 01:26:58.016,es,,,,,True
550,2016-11-03 01:29:20.000,srl,3200.0,4300.0,2164.0,-0.3,True
551,2016-11-03 01:29:21.030,es,,,,,True
552,2016-11-03 01:29:30.000,srl,3101.0,4226.0,3308.0,-0.22,True
553,2016-11-03 01:29:30.802,es,,,,,True
554,2016-11-03 01:31:17.000,srl,3127.0,4337.0,3543.0,-0.24,True
555,2016-11-03 01:31:17.556,es,,,,,True
556,2016-11-03 01:32:54.000,srl,3122.0,4322.0,3505.0,-0.23,True
557,2016-11-03 01:32:55.168,es,,,,,True
558,2016-11-03 01:33:12.000,srl,2788.0,4162.0,3531.0,-0.07,True
559,2016-11-03 01:33:12.286,es,,,,,True
560,2016-11-03 01:33:52.000,srl,2773.0,4147.0,3477.0,-0.07,True
561,2016-11-03 01:33:52.012,es,,,,,True
562,2016-11-03 01:38:21.000,srl,3167.0,4362.0,3089.0,-0.28,True
563,2016-11-03 01:38:21.274,es,,,,,True
564,2016-11-03 01:38:28.000,srl,3137.0,4332.0,3548.0,-0.1,True
565,2016-11-03 01:38:28.556,es,,,,,True
566,2016-11-03 01:39:13.000,srl,3112.0,4282.0,3523.0,-0.15,True
567,2016-11-03 01:39:13.272,es,,,,,True
568,2016-11-03 01:40:37.000,srl,3127.0,4332.0,3439.0,-0.07,True
569,2016-11-03 01:40:37.356,es,,,,,True
570,2016-11-03 01:41:44.000,srl,3150.0,4400.0,2113.0,-0.29,True
571,2016-11-03 01:41:44.400,es,,,,,True
572,2016-11-03 01:42:04.000,srl,2788.0,4162.0,3580.0,-0.12,True
573,2016-11-03 01:42:04.902,es,,,,,True
574,2016-11-03 01:42:49.000,srl,3102.0,4267.0,3526.0,-0.29,True
575,2016-11-03 01:42:49.510,es,,,,,True
576,2016-11-03 01:43:54.000,srl,3147.0,4362.0,4308.0,-0.16,True
577,2016-11-03 01:43:55.084,es,,,,,True
578,2016-11-03 01:46:19.000,srl,2773.0,4147.0,3617.0,0.04,True
579,2016-11-03 01:46:19.414,es,,,,,True
580,2016-11-03 01:46:54.000,srl,3132.0,4317.0,3558.0,-0.23,True
581,2016-11-03 01:46:55.138,es,,,,,True
582,2016-11-03 01:46:59.000,srl,3212.0,4327.0,3533.0,-0.25,True
583,2016-11-03 01:46:59.836,es,,,,,True
584,2016-11-03 01:47:47.000,srl,3142.0,4307.0,3542.0,-0.15,True
585,2016-11-03 01:47:47.746,es,,,,,True
586,2016-11-03 01:48:09.000,srl,2778.0,4143.0,3602.0,-0.24,True
587,2016-11-03 01:48:09.286,es,,,,,True
588,2016-11-03 01:48:40.000,srl,3117.0,4277.0,3539.0,-0.23,True
589,2016-11-03 01:48:40.460,es,,,,,True
590,2016-11-03 01:53:15.000,srl,3127.0,4292.0,3542.0,-0.05,True
591,2016-11-03 01:53:15.408,es,,,,,True
592,2016-11-03 01:53:32.000,srl,3100.0,4250.0,3275.0,-0.18,True
593,2016-11-03 01:53:33.188,es,,,,,True
594,2016-11-03 01:54:12.000,srl,3137.0,4342.0,3520.0,-0.21,True
595,2016-11-03 01:54:12.300,es,,,,,True
596,2016-11-03 01:56:36.000,srl,3102.0,4292.0,3553.0,-0.28,True
597,2016-11-03 01:56:36.724,es,,,,,True
598,2016-11-03 01:57:28.000,srl,3162.0,4262.0,3397.0,-0.37,True
599,2016-11-03 01:57:28.866,es,,,,,True
600,2016-11-03 01:59:08.000,srl,3122.0,4322.0,3517.0,-0.35,True
601,2016-11-03 01:59:08.690,es,,,,,True
602,2016-11-03 02:01:47.000,srl,3117.0,4292.0,3532.0,0.25,True
603,2016-11-03 02:01:47.864,es,,,,,True
604,2016-11-03 02:17:48.000,srl,3117.0,4292.0,3537.0,0.38,True
605,2016-11-03 02:17:48.224,es,,,,,True
606,2016-11-03 02:20:36.000,srl,2823.0,4097.0,3435.0,0.06,True
607,2016-11-03 02:20:36.766,es,,,,,True
608,2016-11-03 02:29:49.000,srl,3117.0,4292.0,3541.0,0.09,True
609,2016-11-03 02:29:49.858,es,,,,,True
610,2016-11-03 02:33:20.000,srl,3127.0,4292.0,3527.0,-0.01,True
611,2016-11-03 02:33:20.464,es,,,,,True
612,2016-11-03 02:40:30.000,srl,3117.0,4292.0,3552.0,0.19,True
613,2016-11-03 02:40:30.830,es,,,,,True
614,2016-11-03 02:44:57.000,srl,3117.0,4292.0,3524.0,0.22,True
615,2016-11-03 02:44:57.646,es,,,,,True
616,2016-11-03 02:57:44.000,srl,3117.0,4277.0,3536.0,0.09,True
617,2016-11-03 02:57:44.116,es,,,,,True
618,2016-11-03 03:08:04.000,srl,3117.0,4282.0,3519.0,0.14,True
619,2016-11-03 03:08:04.630,es,,,,,True
620,2016-11-03 03:13:34.000,srl,3117.0,4277.0,3497.0,0.05,True
621,2016-11-03 03:13:34.030,es,,,,,True
622,2016-11-03 03:14:26.000,srl,3117.0,4292.0,3534.0,0.26,True
623,2016-11-03 03:14:26.618,es,,,,,True
624,2016-11-03 03:29:37.000,srl,3117.0,4292.0,3539.0,0.23,True
625,2016-11-03 03:29:37.330,es,,,,,True
626,2016-11-03 03:51:20.000,srl,3200.0,4300.0,2192.0,-0.44,True
627,2016-11-03 03:51:21.642,es,,,,,True
628,2016-11-03 03:52:09.000,srl,3091.0,4251.0,4288.0,-0.1,True
629,2016-11-03 03:52:09.614,es,,,,,True
630,2016-11-03 03:55:45.000,srl,3117.0,4287.0,3533.0,0.49,True
631,2016-11-03 03:55:45.346,es,,,,,True
632,2016-11-03 04:05:26.000,srl,3116.0,4276.0,3545.0,0.22,True
633,2016-11-03 04:05:26.880,es,,,,,True
634,2016-11-03 04:08:42.000,srl,3111.0,4276.0,3517.0,0.04,True
635,2016-11-03 04:08:43.010,es,,,,,True
636,2016-11-03 04:15:35.000,srl,3117.0,4287.0,3519.0,0.01,True
637,2016-11-03 04:15:35.782,es,,,,,True
638,2016-11-03 04:18:10.000,srl,3117.0,4287.0,3516.0,0.08,True
639,2016-11-03 04:18:10.224,es,,,,,True
640,2016-11-03 04:19:15.000,srl,3117.0,4287.0,3531.0,0.07,True
641,2016-11-03 04:19:15.078,es,,,,,True
642,2016-11-03 04:24:57.000,srl,3142.0,4277.0,3546.0,-0.1,True
643,2016-11-03 04:24:57.638,es,,,,,True
644,2016-11-03 04:27:32.000,srl,3127.0,4277.0,3525.0,0.03,True
645,2016-11-03 04:27:32.842,es,,,,,True
646,2016-11-03 04:28:18.000,srl,3117.0,4287.0,3539.0,0.3,True
647,2016-11-03 04:28:18.888,es,,,,,True
648,2016-11-03 04:31:12.000,srl,3117.0,4292.0,3543.0,0.09,True
649,2016-11-03 04:31:12.978,es,,,,,True
650,2016-11-03 04:37:56.000,srl,3096.0,4296.0,3542.0,0.13,True
651,2016-11-03 04:37:56.720,es,,,,,True
652,2016-11-03 04:41:34.000,srl,3106.0,4266.0,3518.0,0.18,True
653,2016-11-03 04:41:34.848,es,,,,,True
654,2016-11-03 04:48:47.000,srl,3122.0,4287.0,3536.0,-0.05,True
655,2016-11-03 04:48:47.106,es,,,,,True
656,2016-11-03 04:50:30.000,srl,3117.0,4287.0,3514.0,0.15,True
657,2016-11-03 04:50:30.874,es,,,,,True
658,2016-11-03 04:58:12.000,srl,3117.0,4277.0,3539.0,-0.1,True
659,2016-11-03 04:58:12.682,es,,,,,True
660,2016-11-03 04:59:48.000,srl,3107.0,4287.0,3533.0,0.11,True
661,2016-11-03 04:59:48.646,es,,,,,True
662,2016-11-03 05:02:11.000,srl,3117.0,4287.0,3498.0,0.15,True
663,2016-11-03 05:02:11.210,es,,,,,True
664,2016-11-03 05:11:39.000,srl,3117.0,4292.0,3549.0,0.26,True
665,2016-11-03 05:11:39.850,es,,,,,True
666,2016-11-03 05:16:00.000,srl,3116.0,4276.0,3533.0,0.46,True
667,2016-11-03 05:16:00.798,es,,,,,True
668,2016-11-03 05:31:02.000,srl,3117.0,4277.0,3546.0,0.29,True
669,2016-11-03 05:31:02.958,es,,,,,True
670,2016-11-03 05:47:17.000,srl,3116.0,4276.0,3528.0,0.56,True
671,2016-11-03 05:47:17.596,es,,,,,True
672,2016-11-03 05:50:23.000,srl,2818.0,4077.0,3393.0,0.17,True
673,2016-11-03 05:50:23.990,es,,,,,True
674,2016-11-03 05:59:45.000,srl,3112.0,4292.0,3542.0,0.19,True
675,2016-11-03 05:59:45.694,es,,,,,True
676,2016-11-03 06:19:03.000,srl,3127.0,4277.0,3549.0,0.19,True
677,2016-11-03 06:19:03.114,es,,,,,True
678,2016-11-03 06:22:52.000,srl,3121.0,4286.0,3548.0,0.38,True
679,2016-11-03 06:22:52.514,es,,,,,True
680,2016-11-03 06:29:07.000,srl,3100.0,4200.0,2042.0,-0.05,True
681,2016-11-03 06:29:07.660,es,,,,,True
682,2016-11-03 06:29:58.000,srl,2793.0,4153.0,3574.0,0.07,True
683,2016-11-03 06:29:58.462,es,,,,,True
684,2016-11-03 06:36:36.000,srl,3096.0,4286.0,3538.0,0.19,True
685,2016-11-03 06:36:36.560,es,,,,,True
686,2016-11-03 06:46:38.000,srl,3116.0,4266.0,3536.0,0.07,True
687,2016-11-03 06:46:38.744,es,,,,,True
688,2016-11-03 06:56:46.000,srl,3116.0,4291.0,3549.0,0.1,True
689,2016-11-03 06:56:46.358,es,,,,,True
690,2016-11-03 07:02:15.000,srl,3121.0,4286.0,3528.0,0.21,True
691,2016-11-03 07:02:15.236,es,,,,,True
692,2016-11-03 07:10:12.000,srl,3096.0,4246.0,3589.0,0.03,True
693,2016-11-03 07:10:12.786,es,,,,,True
694,2016-11-03 07:16:41.000,srl,3153.0,4265.0,3510.0,0.29,True
695,2016-11-03 07:16:41.214,es,,,,,True
696,2016-11-03 07:26:39.000,srl,3117.0,4277.0,3543.0,0.29,True
697,2016-11-03 07:26:39.046,es,,,,,True
698,2016-11-03 07:32:07.000,srl,3107.0,4282.0,3502.0,0.18,True
699,2016-11-03 07:32:08.036,es,,,,,True
700,2016-11-03 07:38:22.000,srl,3107.0,4287.0,3518.0,-0.02,True
701,2016-11-03 07:38:22.600,es,,,,,True
702,2016-11-03 07:43:49.000,srl,3107.0,4287.0,3535.0,0.36,True
703,2016-11-03 07:43:49.346,es,,,,,True
704,2016-11-03 07:55:42.000,srl,3111.0,4296.0,3548.0,-0.01,True
705,2016-11-03 07:55:42.766,es,,,,,True
706,2016-11-03 08:15:43.000,srl,3110.0,4263.0,3476.0,0.23,True
707,2016-11-03 08:15:43.944,es,,,,,True
708,2016-11-03 08:17:15.000,srl,3127.0,4282.0,3338.0,0.12,True
709,2016-11-03 08:17:15.866,es,,,,,True
710,2016-11-03 08:20:39.000,srl,3136.0,4196.0,3430.0,0.25,True
711,2016-11-03 08:20:39.928,es,,,,,True
712,2016-11-03 08:25:52.000,srl,3102.0,4287.0,3522.0,0.36,True
713,2016-11-03 08:25:52.896,es,,,,,True
714,2016-11-03 08:32:56.000,srl,3141.0,4216.0,3440.0,0.41,True
715,2016-11-03 08:32:56.686,es,,,,,True
716,2016-11-03 08:36:25.000,srl,3121.0,4196.0,3299.0,0.34,True
717,2016-11-03 08:36:25.672,es,,,,,True
718,2016-11-03 08:36:45.000,srl,3151.0,4226.0,3462.0,0.19,True
719,2016-11-03 08:36:45.412,es,,,,,True
720,2016-11-03 08:38:55.000,srl,3111.0,4266.0,3539.0,0.26,True
721,2016-11-03 08:38:55.986,es,,,,,True
722,2016-11-03 08:39:19.000,srl,3141.0,4211.0,3384.0,0.51,True
723,2016-11-03 08:39:20.290,es,,,,,True
724,2016-11-03 08:41:34.000,srl,3131.0,4201.0,3291.0,0.59,True
725,2016-11-03 08:41:34.478,es,,,,,True
726,2016-11-03 08:42:21.000,srl,3116.0,4186.0,3419.0,0.15,True
727,2016-11-03 08:42:21.978,es,,,,,True
728,2016-11-03 08:45:26.000,srl,3141.0,4216.0,3395.0,0.61,True
729,2016-11-03 08:45:26.566,es,,,,,True
730,2016-11-03 08:47:26.000,srl,3146.0,4196.0,3425.0,0.42,True
731,2016-11-03 08:47:27.076,es,,,,,True
732,2016-11-03 08:50:50.000,srl,3151.0,4216.0,3368.0,0.32,True
733,2016-11-03 08:50:51.154,es,,,,,True
734,2016-11-03 08:52:33.000,srl,3130.0,4268.0,3455.0,0.31,True
735,2016-11-03 08:52:33.866,es,,,,,True
736,2016-11-03 08:56:30.000,srl,3146.0,4221.0,3393.0,0.38,True
737,2016-11-03 08:56:31.228,es,,,,,True
738,2016-11-03 08:58:39.000,srl,3151.0,4216.0,3443.0,0.54,True
739,2016-11-03 08:58:39.818,es,,,,,True
740,2016-11-03 09:02:36.000,srl,3141.0,4206.0,3384.0,0.79,True
741,2016-11-03 09:02:36.442,es,,,,,True
742,2016-11-03 09:11:02.000,srl,3091.0,4241.0,3538.0,0.3,True
743,2016-11-03 09:11:02.936,es,,,,,True
744,2016-11-03 09:13:24.000,srl,3141.0,4216.0,3390.0,0.71,True
745,2016-11-03 09:13:24.518,es,,,,,True
746,2016-11-03 09:17:14.000,srl,3091.0,4251.0,3540.0,0.47,True
747,2016-11-03 09:17:14.384,es,,,,,True
748,2016-11-03 09:21:30.000,srl,3096.0,4246.0,3548.0,0.29,True
749,2016-11-03 09:21:30.360,es,,,,,True
750,2016-11-03 09:23:14.000,srl,3091.0,4226.0,3548.0,0.77,True
751,2016-11-03 09:23:14.606,es,,,,,True
752,2016-11-03 09:27:09.000,srl,3091.0,4241.0,3531.0,0.33,True
753,2016-11-03 09:27:09.676,es,,,,,True
754,2016-11-03 09:31:05.000,srl,3091.0,4241.0,3560.0,0.56,True
755,2016-11-03 09:31:06.068,es,,,,,True
756,2016-11-03 09:37:37.000,srl,3091.0,4241.0,3539.0,0.68,True
757,2016-11-03 09:37:37.496,es,,,,,True
758,2016-11-03 09:44:38.000,srl,3150.0,4200.0,4928.0,-0.01,True
759,2016-11-03 09:44:38.546,es,,,,,True
760,2016-11-03 09:45:41.000,srl,3146.0,4221.0,3447.0,0.54,True
761,2016-11-03 09:45:41.418,es,,,,,True
762,2016-11-03 09:49:51.000,srl,3091.0,4241.0,3530.0,0.59,True
763,2016-11-03 09:49:51.174,es,,,,,True
764,2016-11-03 09:54:17.000,srl,3146.0,4221.0,3375.0,0.47,True
765,2016-11-03 09:54:18.178,es,,,,,True
766,2016-11-03 09:59:06.000,srl,3091.0,4261.0,3516.0,0.67,True
767,2016-11-03 09:59:06.192,es,,,,,True
768,2016-11-03 10:05:37.000,srl,3081.0,4231.0,3546.0,0.46,True
769,2016-11-03 10:05:38.100,es,,,,,True
770,2016-11-03 10:08:59.000,srl,3125.0,4230.0,3510.0,0.66,True
771,2016-11-03 10:08:59.752,es,,,,,True
772,2016-11-03 10:14:57.000,srl,3096.0,4246.0,3525.0,0.42,True
773,2016-11-03 10:14:57.702,es,,,,,True
774,2016-11-03 10:18:47.000,srl,3091.0,4236.0,3535.0,0.65,True
775,2016-11-03 10:18:47.648,es,,,,,True
776,2016-11-03 10:22:11.000,srl,3146.0,4246.0,3483.0,0.44,True
777,2016-11-03 10:22:11.508,es,,,,,True
778,2016-11-03 10:33:24.000,srl,3101.0,4261.0,3548.0,0.37,True
779,2016-11-03 10:33:24.304,es,,,,,True
780,2016-11-03 10:39:25.000,srl,3096.0,4246.0,3537.0,0.8,True
781,2016-11-03 10:39:26.000,es,,,,,True
782,2016-11-03 10:56:07.000,srl,3141.0,4216.0,3414.0,0.53,True
783,2016-11-03 10:56:07.424,es,,,,,True
784,2016-11-03 10:57:51.000,srl,3096.0,4246.0,3530.0,0.56,True
785,2016-11-03 10:57:51.424,es,,,,,True
786,2016-11-03 11:05:56.000,srl,3100.0,4150.0,3450.0,0.0,True
787,2016-11-03 11:05:56.534,es,,,,,True
788,2016-11-03 11:09:16.000,srl,3101.0,4261.0,3543.0,0.19,True
789,2016-11-03 11:09:16.892,es,,,,,True
790,2016-11-03 11:11:56.000,srl,3101.0,4266.0,3483.0,0.31,True
791,2016-11-03 11:11:56.816,es,,,,,True
792,2016-11-03 11:15:08.000,srl,3141.0,4206.0,3384.0,0.54,True
793,2016-11-03 11:15:08.364,es,,,,,True
794,2016-11-03 11:21:40.000,srl,3076.0,4266.0,3387.0,0.3,True
795,2016-11-03 11:21:40.350,es,,,,,True
796,2016-11-03 11:31:34.000,srl,3106.0,4276.0,3534.0,0.18,True
797,2016-11-03 11:31:34.874,es,,,,,True
798,2016-11-03 11:34:26.000,srl,3091.0,4241.0,3523.0,0.72,True
799,2016-11-03 11:34:26.426,es,,,,,True
800,2016-11-03 11:35:47.000,srl,3161.0,4206.0,3334.0,0.2,True
801,2016-11-03 11:35:47.282,es,,,,,True
802,2016-11-03 11:39:22.000,srl,3121.0,4196.0,3359.0,0.04,True
803,2016-11-03 11:39:23.802,es,,,,,True
804,2016-11-03 11:40:46.000,srl,3126.0,4201.0,3334.0,0.42,True
805,2016-11-03 11:40:46.706,es,,,,,True
806,2016-11-03 11:50:55.000,srl,3096.0,4271.0,3488.0,0.18,True
807,2016-11-03 11:50:55.728,es,,,,,True
808,2016-11-03 11:52:08.000,srl,3096.0,4246.0,3547.0,0.14,True
809,2016-11-03 11:52:08.732,es,,,,,True
810,2016-11-03 11:59:21.000,srl,3126.0,4216.0,3399.0,0.26,True
811,2016-11-03 11:59:22.364,es,,,,,True
812,2016-11-03 12:04:14.000,srl,3101.0,4286.0,3531.0,0.2,True
813,2016-11-03 12:04:15.020,es,,,,,True
814,2016-11-03 12:10:52.000,srl,3101.0,4266.0,3576.0,0.1,True
815,2016-11-03 12:10:52.800,es,,,,,True
816,2016-11-03 12:11:01.000,srl,3087.0,4107.0,3323.0,0.13,True
817,2016-11-03 12:11:02.202,es,,,,,True
818,2016-11-03 12:14:37.000,srl,3171.0,4243.0,3295.0,0.17,True
819,2016-11-03 12:14:37.524,es,,,,,True
820,2016-11-03 12:17:51.000,srl,3112.0,4292.0,3499.0,-0.01,True
821,2016-11-03 12:17:51.434,es,,,,,True
822,2016-11-03 12:19:19.000,srl,3091.0,4266.0,3545.0,0.48,True
823,2016-11-03 12:19:19.216,es,,,,,True
824,2016-11-03 12:19:48.000,srl,3117.0,4117.0,3400.0,0.13,True
825,2016-11-03 12:19:48.292,es,,,,,True
826,2016-11-03 12:30:59.000,srl,3121.0,4286.0,3525.0,0.18,True
827,2016-11-03 12:30:59.792,es,,,,,True
828,2016-11-03 12:36:02.000,srl,3102.0,4137.0,3383.0,0.29,True
829,2016-11-03 12:36:02.428,es,,,,,True
830,2016-11-03 12:40:57.000,srl,3121.0,4140.0,3348.0,0.13,True
831,2016-11-03 12:40:58.082,es,,,,,True
832,2016-11-03 12:42:00.000,srl,3052.0,4152.0,3542.0,0.13,True
833,2016-11-03 12:42:00.712,es,,,,,True
834,2016-11-03 12:54:40.000,srl,3116.0,4241.0,3463.0,-0.2,True
